"","institution","collection","recordsets","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","contact","contact_role","contact_email","taxonomic_coverage","geographic_range","collection_size","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","update_url","lat","lon"
"21","American Museum of Natural History","Anthropology","","AMNH","","urn:uuid:f57e46b6-d525-4105-b378-7673e93c1765","NA","http://www.amnh.org/our-research/anthropology","http://anthro.amnh.org/world_search","Laurel Kendall","Division Chair and Curator","lkendall@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:f57e46b6-d525-4105-b378-7673e93c1765&entry.326174790=American Museum of Natural History&entry.2031121141=Anthropology&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/anthropology&entry.103879345=http://anthro.amnh.org/world_search&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Laurel Kendall&entry.1687847097=Division Chair and Curator&entry.1086198428=lkendall@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"22","American Museum of Natural History","Invertebrate Zoology, Amber","","AMNH","","urn:uuid:0db4ff52-c4e1-4f33-b99e-aef289ec6625","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/amber","","David Grimaldi","Curator","grimaldi@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:0db4ff52-c4e1-4f33-b99e-aef289ec6625&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Amber&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/amber&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Grimaldi&entry.1687847097=Curator&entry.1086198428=grimaldi@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"23","American Museum of Natural History","Invertebrate Zoology, Annelida","","AMNH","","urn:uuid:f937d001-358e-475e-978d-d8eb03920ee0","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/annelida","http://research.amnh.org/iz/types_db/","Mark Siddall","Curator-in-charge","siddall@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:f937d001-358e-475e-978d-d8eb03920ee0&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Annelida&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/annelida&entry.103879345=http://research.amnh.org/iz/types_db/&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Mark Siddall&entry.1687847097=Curator-in-charge&entry.1086198428=siddall@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"24","American Museum of Natural History","Invertebrate Zoology, Arachnida: Araneae","","AMNH","","urn:uuid:70aaed8a-0cb4-451e-a777-9e7b267485b7","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/arachnida-araneae","","Norman Platnick","Curator-in-charge","platnick@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:70aaed8a-0cb4-451e-a777-9e7b267485b7&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Arachnida: Araneae&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/arachnida-araneae&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Norman Platnick&entry.1687847097=Curator-in-charge&entry.1086198428=platnick@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"25","American Museum of Natural History","Invertebrate Zoology, Arachnida (non-spider) & Myriapoda","","AMNH","","urn:uuid:2f3ebf02-a833-4bf3-b0a9-0b7fe56aa6b5","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/arachnida-non-spider-myriapoda","","Lorenzo Prendini","Curator-in-charge","lorenzo@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:2f3ebf02-a833-4bf3-b0a9-0b7fe56aa6b5&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Arachnida (non-spider) & Myriapoda&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/arachnida-non-spider-myriapoda&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Lorenzo Prendini&entry.1687847097=Curator-in-charge&entry.1086198428=lorenzo@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"26","American Museum of Natural History","Invertebrate Zoology, Cnidaria","","AMNH","","urn:uuid:9a8d369b-8fc0-4b33-b12d-20b8c22b590c","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/cnidaria","","Estefania Rodriguez","Curator-in-charge","erodriguez@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:9a8d369b-8fc0-4b33-b12d-20b8c22b590c&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Cnidaria&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/cnidaria&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Estefania Rodriguez&entry.1687847097=Curator-in-charge&entry.1086198428=erodriguez@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"27","American Museum of Natural History","Invertebrate Zoology, Coleoptera","","AMNH","","urn:uuid:c226ff26-4e47-4970-803e-8cea25a12be0","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/coleoptera","http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database","Sarfraz Lodhi","Collection Assistant","lodhi@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:c226ff26-4e47-4970-803e-8cea25a12be0&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Coleoptera&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/coleoptera&entry.103879345=http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Sarfraz Lodhi&entry.1687847097=Collection Assistant&entry.1086198428=lodhi@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"28","American Museum of Natural History","Invertebrate Zoology, Diptera","","AMNH","","urn:uuid:2a8a5acf-366e-47b1-9b4f-9e0a89bac533","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/diptera","http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database","David Grimaldi","Curator","grimaldi@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:2a8a5acf-366e-47b1-9b4f-9e0a89bac533&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Diptera&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/diptera&entry.103879345=http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Grimaldi&entry.1687847097=Curator&entry.1086198428=grimaldi@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"29","American Museum of Natural History","Invertebrate Zoology, Hemiptera","","AMNH","","urn:uuid:b2fc44ce-77b0-4d21-8226-0ca19d35780c","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/hemiptera","http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database","Randall T. Schuh","Curator-in-charge","schuh@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:b2fc44ce-77b0-4d21-8226-0ca19d35780c&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Hemiptera&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/hemiptera&entry.103879345=http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/type-specimen-database&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Randall T. Schuh&entry.1687847097=Curator-in-charge&entry.1086198428=schuh@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"30","Anza-Borrego Desert State Park","Herbarium","","BSCA<IH>","","urn:uuid:66f67e1c-a5b9-43cd-944a-13de45e2d3b0","urn:lsid:biocol.org:col:14923","","","","","","","",NA,"Stout Research Center, 200 Palm Canyon Drive","Borrego Springs","California","92004","","Borrego Springs","California","92004","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:66f67e1c-a5b9-43cd-944a-13de45e2d3b0&entry.326174790=Anza-Borrego Desert State Park&entry.2031121141=Herbarium&entry.4068754=BSCA<IH>&entry.1582913154=&entry.1336841557=&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=&entry.1687847097=&entry.1086198428=&entry.246950189=Stout Research Center, 200 Palm Canyon Drive&entry.1584255348=Borrego Springs&entry.1966582743=California&entry.256217142=92004&entry.447546773=&entry.1565624766=Borrego Springs&entry.1920508789=California&entry.1022645685=92004",33.144489,-116.134174
"31","American Museum of Natural History","Invertebrate Zoology, Hymenoptera Apoidea","","AMNH","","urn:uuid:c45ea30c-9214-47b0-a7af-f972f0261ce5","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/hymenoptera-apoidea","http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/bee-database-project","Jerome Rozen","Curator-in-charge","rozen@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:c45ea30c-9214-47b0-a7af-f972f0261ce5&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Hymenoptera Apoidea&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/hymenoptera-apoidea&entry.103879345=http://www.amnh.org/our-research/invertebrate-zoology/resources/collections-databases/bee-database-project&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Jerome Rozen&entry.1687847097=Curator-in-charge&entry.1086198428=rozen@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"32","American Museum of Natural History","Invertebrate Zoology, Hymenoptera non-Apoidea","","AMNH","","urn:uuid:7dad7225-4734-4e7c-95ac-6de075ea59b1","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/hymenoptera-non-apoidea","http://research.amnh.org/iz/hymenoptera/collection/","James Carpenter","Curator-in-charge","carpente@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:7dad7225-4734-4e7c-95ac-6de075ea59b1&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Hymenoptera non-Apoidea&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/hymenoptera-non-apoidea&entry.103879345=http://research.amnh.org/iz/hymenoptera/collection/&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=James Carpenter&entry.1687847097=Curator-in-charge&entry.1086198428=carpente@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"33","American Museum of Natural History","Invertebrate Zoology, Lepidoptera","","AMNH","","urn:uuid:4e102cd2-7789-44a6-a13c-43b780be0ec1","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/lepidoptera","","David Grimaldi","Curator","grimaldi@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:4e102cd2-7789-44a6-a13c-43b780be0ec1&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Lepidoptera&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/lepidoptera&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=David Grimaldi&entry.1687847097=Curator&entry.1086198428=grimaldi@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
"34","American Museum of Natural History","Invertebrate Zoology, Malacology","","AMNH","","urn:uuid:79985dd9-956e-42c3-ae25-8b003462a62f","NA","http://www.amnh.org/our-research/invertebrate-zoology/collections/mollusca","","Mark Siddall","Curator-in-charge","siddall@amnh.org","","",NA,"Central Park West at 79th St","New York","New York","10024-5192","Central Park West at 79th St","New York","New York","10024-5192","https://docs.google.com/forms/d/1slWOvxuLpuPdvDihSibLQq9BPsOqPzK8Hh93zCW3dRI/viewform?entry.823080433=the+collection+is+already+in+the+list&entry.764919322=urn:uuid:79985dd9-956e-42c3-ae25-8b003462a62f&entry.326174790=American Museum of Natural History&entry.2031121141=Invertebrate Zoology, Malacology&entry.4068754=AMNH&entry.1582913154=&entry.1336841557=http://www.amnh.org/our-research/invertebrate-zoology/collections/mollusca&entry.103879345=&entry.107456176=&entry.879476273=&entry.417603227=&entry.1321049572=Mark Siddall&entry.1687847097=Curator-in-charge&entry.1086198428=siddall@amnh.org&entry.246950189=Central Park West at 79th St&entry.1584255348=New York&entry.1966582743=New York&entry.256217142=10024-5192&entry.447546773=Central Park West at 79th St&entry.1565624766=New York&entry.1920508789=New York&entry.1022645685=10024-5192",40.786595,-73.968385
